PLAYER_Team,PLAYER_GW,PLAYER_Fixture_date,PLAYER_Opponent,FIX_Home?,TEMP_team_goals,TEMP_opp_goals,TEMP_points_gained
Bournemouth,21,2020-01-01,West Ham,0,0,4,0
Bournemouth,22,2020-01-12,Watford,1,0,3,0
Bournemouth,23,2020-01-18,Norwich,0,0,1,0
Bournemouth,24,2020-01-21,Brighton,1,3,1,3
Bournemouth,25,2020-02-01,Aston Villa,1,2,1,3
Bournemouth,26,2020-02-09,Sheffield Utd,0,1,2,1
Bournemouth,27,2020-02-22,Burnley,0,0,3,0
Bournemouth,28,2020-02-29,Chelsea,1,2,2,1
Bournemouth,29,2020-03-07,Liverpool,0,1,2,1
Bournemouth,30,2020-06-20,Crystal Palace,1,,,
Bournemouth,31,2020-06-24,Wolves,0,,,
Bournemouth,32,2020-07-01,Newcastle,1,,,
Bournemouth,33,2020-07-04,Man Utd,0,,,
Bournemouth,34,2020-07-08,Spurs,1,,,
Bournemouth,35,2020-07-11,Leicester,1,,,
Bournemouth,36,2020-07-15,Man City,0,,,
Bournemouth,37,2020-07-18,Southampton,1,,,
Bournemouth,38,2020-07-26,Everton,0,,,
Burnley,1,2019-08-10,Southampton,1,3,0,3
Burnley,2,2019-08-17,Arsenal,0,1,2,1
Burnley,3,2019-08-25,Wolves,0,1,1,1
Burnley,4,2019-08-31,Liverpool,1,0,3,0
Burnley,5,2019-09-14,Brighton,0,1,1,1
Burnley,6,2019-09-21,Norwich,1,2,0,3
Burnley,7,2019-09-28,Aston Villa,0,2,2,1
Burnley,8,2019-10-05,Everton,1,1,0,3
Burnley,9,2019-10-19,Leicester,0,1,2,1
Burnley,10,2019-10-26,Chelsea,1,2,4,2
Burnley,11,2019-11-02,Sheffield Utd,0,0,3,0
Burnley,12,2019-11-09,West Ham,1,3,0,3
Burnley,13,2019-11-23,Watford,0,3,0,3
Burnley,14,2019-11-30,Crystal Palace,1,0,2,0
Burnley,15,2019-12-03,Man City,1,1,4,1
Burnley,16,2019-12-07,Spurs,0,0,5,0
Burnley,17,2019-12-14,Newcastle,1,1,0,3
Burnley,18,2019-12-21,Bournemouth,0,1,0,3
Burnley,19,2019-12-26,Everton,0,0,1,0
Burnley,20,2019-12-28,Man Utd,1,0,2,0
Burnley,21,2020-01-01,Aston Villa,1,1,2,1
Burnley,22,2020-01-11,Chelsea,0,0,3,0
Burnley,23,2020-01-19,Leicester,1,2,1,3
Burnley,24,2020-01-22,Man Utd,0,2,0,3
Burnley,25,2020-02-02,Arsenal,1,0,0,1
Burnley,26,2020-02-15,Southampton,0,2,1,3
Burnley,27,2020-02-22,Bournemouth,1,3,0,3
Burnley,28,2020-02-29,Newcastle,0,0,0,1
Burnley,29,2020-03-07,Spurs,1,1,1,1
Burnley,30,2020-06-22,Man City,0,,,
Burnley,31,2020-06-25,Watford,1,,,
Burnley,32,2020-06-29,Crystal Palace,0,,,
Burnley,33,2020-07-04,Sheffield Utd,1,,,
Burnley,34,2020-07-08,West Ham,0,,,
Burnley,35,2020-07-11,Liverpool,0,,,
Burnley,36,2020-07-15,Wolves,1,,,
Burnley,37,2020-07-18,Norwich,0,,,
Burnley,38,2020-07-26,Brighton,1,,,
Crystal Palace,1,2019-08-10,Everton,1,0,0,1
Crystal Palace,2,2019-08-18,Sheffield Utd,0,0,1,0
Crystal Palace,3,2019-08-24,Man Utd,0,2,1,3
Crystal Palace,4,2019-08-31,Aston Villa,1,1,0,3
Crystal Palace,5,2019-09-14,Spurs,0,0,4,0
Crystal Palace,6,2019-09-22,Wolves,1,1,1,1
Crystal Palace,7,2019-09-28,Norwich,1,2,0,3
Crystal Palace,8,2019-10-05,West Ham,0,2,1,3
Crystal Palace,9,2019-10-19,Man City,1,0,2,0
Crystal Palace,10,2019-10-27,Arsenal,0,2,2,1
Crystal Palace,11,2019-11-03,Leicester,1,0,2,0
Crystal Palace,12,2019-11-09,Chelsea,0,0,2,0
Crystal Palace,13,2019-11-23,Liverpool,1,1,2,1
Crystal Palace,14,2019-11-30,Burnley,0,2,0,3
Crystal Palace,15,2019-12-03,Bournemouth,1,1,0,3
Crystal Palace,16,2019-12-07,Watford,0,0,0,1
Crystal Palace,17,2019-12-16,Brighton,1,1,1,1
Crystal Palace,18,2019-12-21,Newcastle,0,0,1,0
Crystal Palace,19,2019-12-26,West Ham,1,2,1,3
Crystal Palace,20,2019-12-28,Southampton,0,1,1,1
Crystal Palace,21,2020-01-01,Norwich,0,1,1,1
Crystal Palace,22,2020-01-11,Arsenal,1,1,1,1
Crystal Palace,23,2020-01-18,Man City,0,2,2,1
Crystal Palace,24,2020-01-21,Southampton,1,0,2,0
Crystal Palace,25,2020-02-01,Sheffield Utd,1,0,1,0
Crystal Palace,26,2020-02-08,Everton,0,1,3,1
Crystal Palace,27,2020-02-22,Newcastle,1,1,0,3
Crystal Palace,28,2020-02-29,Brighton,0,1,0,3
Crystal Palace,29,2020-03-07,Watford,1,1,0,3
Crystal Palace,30,2020-06-20,Bournemouth,0,,,
Crystal Palace,31,2020-06-24,Liverpool,0,,,
Crystal Palace,32,2020-06-29,Burnley,1,,,
Crystal Palace,33,2020-07-04,Leicester,0,,,
Crystal Palace,34,2020-07-08,Chelsea,1,,,
Crystal Palace,35,2020-07-11,Aston Villa,0,,,
Crystal Palace,36,2020-07-15,Man Utd,1,,,
Crystal Palace,37,2020-07-18,Wolves,0,,,
Crystal Palace,38,2020-07-26,Spurs,1,,,
Watford,1,2019-08-10,Brighton,1,0,3,0
Watford,2,2019-08-17,Everton,0,0,1,0
Watford,3,2019-08-24,West Ham,1,1,3,1
Watford,4,2019-08-31,Newcastle,0,1,1,1
Watford,5,2019-09-15,Arsenal,1,2,2,1
Watford,6,2019-09-21,Man City,0,0,8,0
Watford,7,2019-09-28,Wolves,0,0,2,0
Watford,8,2019-10-05,Sheffield Utd,1,0,0,1
Watford,9,2019-10-19,Spurs,0,1,1,1
Watford,10,2019-10-26,Bournemouth,1,0,0,1
Watford,11,2019-11-02,Chelsea,1,1,2,1
Watford,12,2019-11-08,Norwich,0,2,0,3
Watford,13,2019-11-23,Burnley,1,0,3,0
Watford,14,2019-11-30,Southampton,0,1,2,1
Watford,15,2019-12-04,Leicester,0,0,2,0
Watford,16,2019-12-07,Crystal Palace,1,0,0,1
Watford,17,2019-12-14,Liverpool,0,0,2,0
